headword,pos,level,sentence,source_grammar_lesson_id
opulent,adjective,C2,The heir was finally allowed to inherit the opulent estate.,142
supplement,noun,B2,He might have forgotten to take his vitamin supplement this morning.,177
scent,noun,B2,The dog picked up the faint scent of rabbit.,148
deprivation,noun,C1,There has been some evidence of severe sleep deprivation among the night shift workers.,171
fire brigade,noun,B2,The fire brigade will be called if the alarm sounds.,146
king,noun,A1,Who is the king?,63
mortar,noun,B2,Do you have any spare mortar for the wall?,172
surgery,noun,B1,My uncle felt much better after his surgery.,124
whoever,pronoun,B1,Whoever borrowed my book yesterday returned it today.,114
license/licence,verb,A2,The city doesn't license as many new restaurants as it did last year.,109
beg,verb,A2,Who is asking for more food? My dog is begging.,76
brain,noun,A1,There isn't a brain in the box.,37
forward,adverb,A2,What can we do to move the project forward?,87
seven,number,A1,What kind of apples are there? There are seven.,23
astonishment,noun,B2,They went on describing their findings with utter astonishment.,170
unhealthy,adjective,A2,"This food is unhealthy, but that one is unhealthier.",106
advise,verb,A2,He is advising me on what to do next.,71
down,preposition,A2,I'm looking down at my phone now.,70
harvest,noun,A2,This year's harvest was the best we have ever had.,108
scope,noun,B1,The investigation's scope widened significantly.,117
warning,noun,B1,Who was given a warning?,137
electronic,adjective,B1,She was a very keen user of electronic devices when she was younger.,123
screw,verb,B2,Did anyone manage to screw the lid on tightly?,172
institution,noun,B2,The old stone building was a respected institution in the town for centuries.,154
tidy,adjective,A2,My room is tidier than my brother's.,107
posturing,noun,C2,The committee's constant posturing can be ignored by the public.,147
aggressive,adjective,B1,The team played an aggressive game yesterday.,116
runner,noun,A2,What can the runner do with that water bottle?,99
reluctant,adjective,B2,"She will have to attend the meeting, though she is reluctant.",140
transmission,noun,B2,There was no sign of transmission failure.,173
assistance,noun,B1,She didn't offer any assistance with the heavy boxes.,132
insecure,adjective,C1,How much confidence does she have when she feels insecure?,34
solipsism,noun,C2,"If one were to truly believe in solipsism, they would probably assume that the entire world outside of their own mind is just a figment of their imagination.",139
extinct,adjective,B1,It is sad to think that dinosaurs are now extinct.,182
cane,noun,B2,"If the old man hadn't used his cane, he might have fallen down the stairs.",139
greatness,noun,B2,Her early achievements hinted at future greatness.,148
concert,noun,A1,There are no tickets for the concert.,40
lousy,adjective,B2,I decided to buy a new umbrella because the old one was lousy.,167
coverage,noun,C1,They have agreed to extend their insurance coverage.,167
wound,verb,B2,The accident seemed to wound his confidence deeply.,168
magical,adjective,B1,"Last night, the moon cast a magical glow over the sleeping town.",125
basketball,noun,A1,What colour basketball do you play with?,54
thief,noun,A2,The police will catch the thief soon.,78
verbatim,adjective,C2,"You've heard her exact words, verbatim, haven't you?",165
construct,verb,B1,They constructed a small shed last summer.,123
crop,noun,B1,We plan to bring in the new crop of vegetables next week.,180
repair,noun,A2,"This bike needs a serious repair, and it’s more expensive than the last one.",109
hotelier,noun,C2,The hotelier has been contacted.,166
dramatically,adverb,B2,The price of the imported goods has dramatically increased since the new tariffs were brought in.,149
interest,noun,A2,I will handle this project myself with great interest.,101
south,adjective,A2,"In case the south wind blows, bring a warm jacket.",104
star,verb,B1,Where did that singer star in the early 2000s?,135
resistance,noun,B2,"If there wasn't so much resistance from the villagers, the new development would have been approved by now.",139
split,adjective,A2,You mustn't use the split dough.,91
perfect,adjective,A2,This is the perfect size for my new shoes.,109
venture,noun,B2,"The small business is a risky venture, but its owners are hopeful it will succeed.",154
artist,noun,B1,The famous artist painted a beautiful picture.,115
pace,verb,C1,"After the marathon runner has sufficiently warmed up, she will pace herself strategically for the race.",105
actor,noun,A1,Let the actor speak.,47
these,pronoun,A1,Where do these go?,52
dissemble,verb,C2,The child dissembled his toy to see how it worked.,155
antiquity,noun,C1,Must we preserve the ruins of antiquity with such stringent regulations?,92
instruct,verb,B2,She has to instruct the new employees on company procedures.,140
thirsty,adjective,A2,"In case you get thirsty, there's water in the fridge.",104
occasional,adjective,B1,He made an occasional comment about the weather.,129
turmoil,noun,C1,I didn't realize the political turmoil would affect our travel plans so drastically.,132
brainstorming,noun,B1,My team had a productive brainstorming session last week.,122
inclusive,adjective,C1,She didn't find the initial offer fully inclusive of all her requirements.,132
leak,noun,B2,The leak has finally been fixed.,166
fifty,number,A1,Fifty apples cost ten dollars.,25
vessel,noun,B1,She poured water into the clay vessel.,127
conferencing,noun,B2,The team decided to invest in better virtual conferencing software.,167
sulfur/sulphur,noun,B2,The ore has been treated to remove the sulfur.,166
landlord,noun,B1,My landlord brought back the deposit.,124
retirement,noun,B2,Where does a significant portion of her savings go? Towards her retirement.,159
seawater,noun,B1,The dog licked the salty seawater.,136
commitment,noun,A2,Who must show commitment?,94
quarrelsome,adjective,B2,Have you ever dealt with a quarrelsome neighbour?,162
increase,verb,A2,She can increase her speed.,84
immerse,verb,B2,"If you wanted to truly understand a new culture, you would immerse yourself in its daily life.",139
subjunctive,noun,B2,I'm considering mentioning the subjunctive mood in my next grammar presentation.,169
isolate,verb,C1,What have you been doing lately to isolate yourself from the constant noise of the city?,163
spontaneous,adjective,C1,One spontaneous idea led to a series of spontaneous decisions.,24
equable,adjective,C2,The weather must have been equable; there were no complaints from the campers.,177
turning,noun,B1,Did you notice the turning of the market trend last week?,133
match,verb,B1,She didn't match her shoes to her bag.,132
educator,noun,B2,The experienced educator had grown tremendously in her career.,155
athleticism,noun,C2,The player's natural athleticism has been recognized by many coaches.,166
synopsis,noun,C1,Have you read the synopsis of the upcoming novel?,162
programmer,noun,B2,What has that programmer been working on recently?,163
ideal,adjective,A1,Who is the ideal student?,9
fitness,noun,B1,He felt a great deal of fitness after his walk.,121
allegorical,adjective,C2,The story was allegorical and meant to teach a lesson about greed.,153
incise,verb,C2,The artist will incise the design onto the metal.,164
bout,noun,C2,They decided to have one more bout of their friendly competition.,167
shoot,verb,A2,"You can shoot a good photo, can't you?",89
composer,noun,A2,May I play the music by that famous composer?,98
glocal,adjective,B2,The new manager has implemented a glocal marketing strategy.,164
average,noun,A2,"This score isn't the average, is it?",95
deliver,verb,B1,I delivered the pizza to your door last night.,123
rectangular,adjective,B2,The rug had a rectangular shape.,148
greedy,adjective,A2,What food must the greedy dog not eat?,93
orator,noun,B2,The politician is known as a gifted orator.,164
prissy,adjective,C2,He was too prissy to help with the messy job.,141
politeness,noun,B2,"If you showed a bit more politeness, we would be able to reach an agreement, but your rudeness makes it impossible.",139
ephemeral,adjective,C2,"The beauty of the sunset must be ephemeral, as the colours are already fading.",177
lottery,noun,B1,She thought she had won the lottery.,118
guerrilla,noun,B2,The resistance fighters operated as a guerrilla force.,159
conquest,noun,B2,The historical conquest meant a significant shift in power.,153
dear,noun,B2,"What are you doing, my dear?",163
alright,adverb,A2,"We're going to the park now, aren't we, alright?",77
damage,verb,B1,The strong winds damaged the old roof.,116
golfer,noun,B1,The golfer that won the championship is my neighbour.,175
daughter,noun,A1,one daughter - two daughters,29
plaque,noun,C1,The ancient inscription on the bronze plaque must have taken years to carve.,177
wallboard,noun,B2,"If the builders had used stronger wallboard, the impact wouldn't have created such a large hole.",139
outfit,noun,B2,The carefully chosen outfit had been admired by everyone at the party.,151
west,adjective,A2,Will you travel to the west coast next year?,80
grapefruit,noun,C1,Don't leave the grapefruit in the sun too long.,44
memory,noun,A1,There isn't a good memory of the day.,37
fond,adjective,B1,My grandmother was fond of telling stories.,136
lark,noun,B2,"We thought it was just a bit of fun, a harmless lark, but it turned out to be much more serious.",153
